Date,ESM6P 1985 Index,ESM6P 1990 Index,ESM6P 1995 Index,ESM6P 2000 Index,ESM6P 2005 Index,ESM6P 2010 Index,ESM6P 2015 Index,ESM6P 2020 Index,ESM6P 2025 Index,ESM6P 2030 Index,ESM6P 2035 Index,ESM6P 2040 Index,ESM6P 2045 Index,ESM6P 2050 Index,ESM6P 2055 Index,ESM6P 2060 Index,ESM6P 2065 Index,ESM6P 2070 Index,Open,High,Low,Close
9/1/2015,,191.25,,196.5,,201.5,,207,210,212.75,,218.25,,224.25,,230.25,,236.25,186.25,197.25,168.25,186.25
8/31/2015,,158.5,,163,,167.5,,172.25,174.75,177,,182,,187.25,,192.5,,198,154,156.5,146.25,154
8/28/2015,,145.5,,149.75,,154,,158.5,160.75,163.25,,168,,173,,178,,183.25,141.5,152.25,137.5,141.5
8/27/2015,,143,,147.25,,151.5,,156,158.25,160.75,,165.5,,170.5,,175.25,,180.5,135.75,139,135.75,139
8/26/2015,,166.5,,171.5,,176.5,,181.75,184.25,187,,192.5,,198.25,,204,,210,161.5,215.25,160.5,161.5
8/25/2015,,207,,212.75,,219,,225,228,231.25,,237.75,,244,,250.75,,257.5,165,207.5,155.25,201
8/24/2015,,208,,214,,220,,226.25,229.25,232.5,,239,,245.5,,252.25,,259,202.5,242.75,150.75,202.5
8/21/2015,,148.25,,152.75,,157.5,,162.25,164.75,167,,172,,177.25,,182.5,,188,132,145.25,127,144
8/20/2015,,118.5,,122,,125.5,,129.5,131.25,133.25,,137.5,,141.75,,146.25,,151,115.25,114.5,93,115.25
8/19/2015,,96.75,,100,,103.25,,106.75,108.5,110.25,,113.75,,117.5,,121.25,,125,93.5,96.25,85.25,93.5
8/18/2015,,88.75,,91.75,,95,,98,99.5,101.25,,104.75,,108.25,,112,,115.5,86,86.75,83,86
8/17/2015,,86.5,,89.5,,92.5,,95.5,97,98.75,,102,,105.5,,109,,112.5,83.5,92.75,84,83.5
8/14/2015,,90.5,,93.5,,96.5,,99.75,101.5,103,,106.5,,110.25,,114,,118,87.5,93.25,88.25,87.5
8/13/2015,,94.25,,97.5,,100.75,,104,105.75,107.5,,111.25,,115,,118.75,,122.75,91.25,94,87.5,91.25
8/12/2015,,93.25,,96.5,,99.5,,103,104.75,106.5,,110,,113.5,,117.5,,121.25,90.25,106.5,90.5,90.25
8/11/2015,,94.75,,98,,101.25,,104.75,106.5,108.25,,111.75,,115.5,,119.25,,123.25,91.5,95,86,91.5
8/10/2015,,86,,89,,92,,95.25,96.75,98.5,,101.75,,105.25,,109,,112.75,89,91.75,83.25,83.25
8/7/2015,,96,,99.25,,102.5,,106,108,109.75,,113.5,,117.25,,121.25,,125.25,92.75,97,90.5,92.75
8/6/2015,,95,,98,,101.5,,105,106.75,108.5,,112.25,,115.75,,119.5,,123.5,91.75,95,84.5,91.75
8/5/2015,,89.25,,92.25,,95.25,,98.5,100.25,102,,105.5,,109,,112.75,,116.5,86.25,86.5,82,86.25
8/4/2015,,93.5,,96.5,,100,,103.25,105,106.75,,110.25,,114,,117.75,,121.5,90.5,90,86.25,90.5
8/3/2015,,90.75,,94,,97,,100.5,102,103.75,,107.25,,110.75,,114.25,,118,88,92.25,86.25,87.75
7/31/2015,,89,,92,,95.25,,98.5,100,101.5,,105,,108.5,,112,,115.75,86.25,87.25,83.25,86.25
7/30/2015,,87.25,,90,,93,,96.25,98,99.5,,102.75,,106.25,,109.75,,113.5,84.25,90,85.25,84.25
7/29/2015,,88.75,,91.75,,94.75,,98,99.5,101.25,,104.5,,108,,111.5,,115.25,85.75,91.5,85.5,85.75
7/28/2015,,94.25,,97.5,,100.5,,104,105.5,107.25,,110.75,,114.5,,118.25,,122.25,91.25,102.25,91.5,91.25
7/27/2015,,105.5,,108.75,,112.25,,116,117.75,119.75,,123.5,,127.5,,131.5,,135.5,102,105,95.25,102
7/24/2015,,98.75,,102,,105.25,,108.75,110.5,112.25,,116,,119.75,,123.5,,127.5,95.5,98.5,86.5,95.5
7/23/2015,,91,,94,,97,,100.25,102,103.5,,107,,110.5,,114.25,,118,88,90.25,82.75,88
7/22/2015,,87.25,,90.25,,93.25,,96.25,98,99.5,,102.75,,106.25,,109.5,,113.25,84.5,87,84.25,84.5
7/21/2015,,86,,89,,91.75,,94.75,96.25,98,,101,,104.5,,108,,111.5,83.25,85.5,81,83.25
7/20/2015,,84,,87,,89.75,,92.75,94.25,95.75,,99,,102.25,,105.5,,109,81.5,82.5,80.25,81.5
7/17/2015,,85.5,,88.25,,91.25,,94,95.5,97.25,,100.25,,103.5,,107,,110.5,82.75,84.25,83,82.75
7/16/2015,,86.5,,89.5,,92.25,,95.25,96.75,98.5,,101.5,,105,,108.5,,112.25,83.75,85.25,84.25,83.75
7/15/2015,,91.5,,94.5,,97.5,,100.75,102.25,104,,107.25,,110.75,,114.25,,118,88.75,92.25,87.25,88.75
7/14/2015,,92.25,,95.25,,98.25,,101.5,103,104.75,,108,,111.5,,115,,118.75,89.5,92,88.75,89.5
7/13/2015,,94.5,,97.75,,101,,104.25,105.75,107.5,,111,,114.5,,118.25,,122,91.75,109,92.5,91.75
7/10/2015,,108.25,,111.5,,115,,118.75,120.5,122.25,,126,,129.75,,133.5,,137.5,105,113.5,103.75,105
7/9/2015,,123.5,,127,,130.75,,134.5,136.5,138.5,,142.5,,146.5,,151,,155.5,119.75,120.75,106.75,119.75
7/8/2015,,122.5,,126,,129.75,,133.75,135.75,137.75,,141.75,,146,,150.5,,154.75,118.75,120.25,109,118.75
7/7/2015,,106.5,,109.75,,113.25,,116.75,118.5,120.5,,124.25,,128.25,,132.25,,136.25,103.25,121,103.5,103.25
7/6/2015,,112,,115.5,,119,,122.5,124.5,126.25,,130,,134,,138,,142.25,108.75,122.5,107,108.75
7/2/2015,,110.5,,114,,117.5,,121,122.75,124.5,,128,,131.75,,135.5,,139.25,107.25,109.5,102,107.25
7/1/2015,,108,,111.25,,114.75,,118.25,120,122,,125.75,,129.5,,133.5,,137.5,104.5,110,104.75,104.5
6/30/2015,,117.5,,121.25,,124.75,,128.5,130.5,132.25,,136.25,,140.25,,144.5,,148.75,114.25,118.5,110.5,114.25
6/29/2015,,121,,124.5,,128.25,,132,134,136,,140,,144,,148.5,,152.75,117.5,119,104.5,117.5
6/26/2015,,100,,103.25,,106.5,,109.75,111.5,113.25,,116.5,,120.25,,123.75,,127.5,97,100.75,96.5,97
6/25/2015,,101.5,,104.75,,108,,111.5,113,114.75,,118.25,,121.75,,125.25,,129,98.5,98.25,93,98.5
6/24/2015,,99.5,,102.5,,105.75,,109,110.75,112.5,,116,,119.5,,123,,127,96.5,96.5,91.25,96.5
6/23/2015,,94.25,,97.25,,100.25,,103.5,105,106.5,,109.75,,113,,116.25,,119.75,91.5,92.75,91.5,91.5
6/22/2015,,97,,100,,103,,106,107.5,109.25,,112.5,,115.75,,119,,122.5,94,97.5,93.25,94
6/19/2015,,0.05,,0.05,,0.05,,0.05,0.05,0.05,,0.05,,0.05,,0.05,,0.05,0.05,0.05,0.05,0.05
